id,name,position,team,now_cost,expected_points,total_points
541,Reinildo Mandava,DEF,Sunderland,38,3.11,2
805,Lorenzo Lucca,FWD,Nott'm Forest,54,0.8,0
87,Ryan Christie,MID,Bournemouth,49,1.6,1
765,Leo Shahar,DEF,Newcastle,40,0.0,0
216,Zeki Amdouni,FWD,Burnley,48,0.0,1
672,Jorrel Hato,DEF,Chelsea,46,1.67,0
193,Bashir Humphreys,DEF,Burnley,39,2.46,0
203,Enock Agyei,MID,Burnley,47,0.0,0
306,Callum Bates,MID,Everton,43,0.01,0
574,Destiny Udogie,DEF,Spurs,43,0.95,2
529,Simon Moore,GK,Sunderland,39,0.0,0
829,Jesse Derry,MID,Chelsea,45,0.0,1
593,Pape Matar Sarr,MID,Spurs,45,1.28,1
105,Hákon Rafn Valdimarsson,GK,Brentford,38,0.03,0
822,Jaydon Jones,MID,Sunderland,45,0.0,0
72,Marcos Senesi Barón,DEF,Bournemouth,52,4.91,14
817,Adam Armstrong,FWD,Wolves,52,3.63,2
386,Alexis Mac Allister,MID,Liverpool,62,3.18,2
643,André Trindade da Costa Neto,MID,Wolves,52,2.94,2
323,Samuel Amissah,DEF,Fulham,38,0.05,0
326,Adama Traoré Diarra,MID,West Ham,51,0.96,1
166,Yasin Ayari,MID,Brighton,48,2.64,0
422,Mateo Kovačić,MID,Man City,58,0.12,4
310,Thierno Barry,FWD,Everton,57,1.27,11
608,Ollie Scarles,DEF,West Ham,43,0.32,0
410,Rico Lewis,DEF,Man City,46,0.07,0
350,Brenden Aaronson,MID,Leeds,54,4.66,1
561,Eliezer Mayenda Dossou,FWD,Sunderland,52,0.49,0
770,Seth Ridgeon,MID,Fulham,45,0.01,0
10,Myles Lewis-Skelly,DEF,Arsenal,50,0.36,6
633,Hugo Bueno López,DEF,Wolves,43,3.25,5
546,Milan Aleksić,MID,Sunderland,49,0.04,0
637,Toti Gomes,DEF,Wolves,42,2.72,4
267,Ismaïla Sarr,MID,Crystal Palace,63,2.9,1
406,Abdukodir Khusanov,DEF,Man City,54,4.07,3
690,Rio Cardines,MID,Crystal Palace,44,0.04,0
453,Alejandro Garnacho Ferreyra,MID,Chelsea,64,3.04,0
808,Tammy Abraham,FWD,Aston Villa,58,1.29,1
242,Kiernan Dewsbury-Hall,MID,Everton,52,3.37,2
478,Kieran Trippier,DEF,Newcastle,49,1.82,0
673,João Maria Lobo Alves Palhares Costa Palhinha Gonçalves,MID,Spurs,55,0.95,2
477,Tino Livramento,DEF,Newcastle,49,0.0,0
320,Issa Diop,DEF,Fulham,43,0.26,0
38,Ezri Konsa Ngoyo,DEF,Aston Villa,44,2.94,0
